1:23:46 PM	0.329765	24.0	
1:24:16 PM	0.328927	25.3	
1:24:46 PM	0.326484	28.1	
1:25:16 PM	0.323989	30.0	
1:25:46 PM	0.321719	31.3	
1:26:16 PM	0.319725	32.5	
1:26:46 PM	0.317901	33.0	
1:27:16 PM	0.316284	33.9	
1:27:46 PM	0.314896	34.2	
1:28:16 PM	0.313613	34.7	
1:28:46 PM	0.312374	35.0	
1:29:16 PM	0.311271	35.2	
1:29:46 PM	0.310281	35.4	
1:30:16 PM	0.309243	35.7	
1:30:46 PM	0.308423	35.9	
1:31:16 PM	0.307696	36.0	
1:31:47 PM	0.307087	36.1	
1:32:17 PM	0.306405	36.2	
1:32:47 PM	0.305706	36.4	
1:33:17 PM	0.305095	36.5	
1:33:47 PM	0.304497	36.8	
1:34:17 PM	0.303974	36.9	
1:34:47 PM	0.303483	36.9	
1:35:17 PM	0.302904	36.9	
1:35:47 PM	0.302408	37.0	
1:36:17 PM	0.301916	37.0	
1:36:47 PM	0.301466	37.0	
1:37:17 PM	0.301268	37.1	
1:37:47 PM	0.300793	37.1	
1:38:17 PM	0.300548	37.1	
1:38:47 PM	0.300189	37.2	
1:39:17 PM	0.299851	37.2	
1:39:47 PM	0.299570	37.3	
1:40:17 PM	0.299278	37.3	
1:40:47 PM	0.299077	37.3	
1:41:17 PM	0.298790	37.3	
1:41:47 PM	0.298502	37.3	
1:42:17 PM	0.298236	37.3	
1:42:47 PM	0.297977	37.4	
1:43:17 PM	0.297169	37.4	
1:43:47 PM	0.297530	37.5	
1:44:17 PM	0.297286	37.5	
1:44:47 PM	0.297068	37.5	
1:45:17 PM	0.296891	37.7	
1:45:47 PM	0.296786	37.9	
1:46:17 PM	0.296544	37.9	
1:46:47 PM	0.296390	37.9	
1:47:17 PM	0.296250	38.0	
1:47:47 PM	0.296066	38.0	
1:48:17 PM	0.295857	38.0	
1:48:47 PM	0.295711	38.1	
1:49:17 PM	0.295628	38.2	
1:49:47 PM	0.295411	38.2	
1:50:17 PM	0.295265	38.2	
1:50:47 PM	0.295193	38.2	
1:51:17 PM	0.294959	38.0	
1:51:47 PM	0.294900	38.0	
1:52:17 PM	0.294673	38.0	
1:52:47 PM	0.294509	38.0	
1:53:17 PM	0.294394	38.0	
1:53:47 PM	0.294329	38.0	
1:54:17 PM	0.294266	38.0	
